==========> Fault Simulation Begins at                    0 
Detected fault : s@0  SerialFS_TB.FUT._1032_.Y
Detected fault : s@1  SerialFS_TB.FUT._1034_.Y
Detected fault : s@0  SerialFS_TB.FUT._1035_.Y
Detected fault : s@1  SerialFS_TB.FUT._1037_.A
Detected fault : s@1  SerialFS_TB.FUT._1037_.B
Detected fault : s@0  SerialFS_TB.FUT._1042_.B
Detected fault : s@0  SerialFS_TB.FUT._1047_.Y
Detected fault : s@1  SerialFS_TB.FUT._1098_.Y
Detected fault : s@1  SerialFS_TB.FUT._1104_.Y
Detected fault : s@1  SerialFS_TB.FUT._1105_.A
Detected fault : s@1  SerialFS_TB.FUT._1121_.Y
Detected fault : s@0  SerialFS_TB.FUT._1123_.Y
Detected fault : s@1  SerialFS_TB.FUT._1124_.Y
Detected fault : s@1  SerialFS_TB.FUT._1127_.Y
Detected fault : s@1  SerialFS_TB.FUT._1128_.A
Detected fault : s@1  SerialFS_TB.FUT._1128_.B
Detected fault : s@1  SerialFS_TB.FUT._1130_.Y
Detected fault : s@1  SerialFS_TB.FUT._1131_.A
Detected fault : s@1  SerialFS_TB.FUT._1131_.B
Detected fault : s@0  SerialFS_TB.FUT._1133_.Y
Detected fault : s@1  SerialFS_TB.FUT._1135_.Y
Detected fault : s@0  SerialFS_TB.FUT._1141_.Y
Detected fault : s@0  SerialFS_TB.FUT._1142_.A
Detected fault : s@0  SerialFS_TB.FUT._1156_.B
Detected fault : s@0  SerialFS_TB.FUT._1158_.Y
Detected fault : s@1  SerialFS_TB.FUT._1159_.Y
Detected fault : s@0  SerialFS_TB.FUT._1191_.B
Detected fault : s@1  SerialFS_TB.FUT._1192_.Y
Detected fault : s@0  SerialFS_TB.FUT._1213_.Y
Detected fault : s@0  SerialFS_TB.FUT._1218_.B
Detected fault : s@1  SerialFS_TB.FUT._1234_.Y
Detected fault : s@0  SerialFS_TB.FUT._1234_.B
Detected fault : s@0  SerialFS_TB.FUT._1235_.Y
Detected fault : s@0  SerialFS_TB.FUT._1236_.A
Detected fault : s@0  SerialFS_TB.FUT._1254_.B
Detected fault : s@0  SerialFS_TB.FUT._1262_.B
Detected fault : s@0  SerialFS_TB.FUT._1269_.B
Detected fault : s@1  SerialFS_TB.FUT._1272_.A
Detected fault : s@1  SerialFS_TB.FUT._1273_.Y
Detected fault : s@1  SerialFS_TB.FUT._1274_.A
Detected fault : s@1  SerialFS_TB.FUT._1287_.B
Detected fault : s@1  SerialFS_TB.FUT._1291_.B
Detected fault : s@1  SerialFS_TB.FUT._1298_.A
Detected fault : s@1  SerialFS_TB.FUT._1319_.Y
Detected fault : s@1  SerialFS_TB.FUT._1321_.B
Detected fault : s@0  SerialFS_TB.FUT._1325_.Y
Detected fault : s@1  SerialFS_TB.FUT._1325_.B
Detected fault : s@0  SerialFS_TB.FUT._1329_.B
Detected fault : s@1  SerialFS_TB.FUT._1332_.B
Detected fault : s@0  SerialFS_TB.FUT._1334_.Y
Detected fault : s@0  SerialFS_TB.FUT._1336_.Y
Detected fault : s@1  SerialFS_TB.FUT._1339_.Y
Detected fault : s@1  SerialFS_TB.FUT._1363_.Y
Detected fault : s@0  SerialFS_TB.FUT._1381_.B
Detected fault : s@1  SerialFS_TB.FUT._1386_.B
Detected fault : s@0  SerialFS_TB.FUT._1388_.Y
Test Vector number           5 is:  000000011101111110011001111011010111 
Detected fault : s@0  SerialFS_TB.FUT._0860_.B
Detected fault : s@1  SerialFS_TB.FUT._0968_.Y
Detected fault : s@0  SerialFS_TB.FUT._0969_.Y
Detected fault : s@0  SerialFS_TB.FUT._0970_.A
Detected fault : s@1  SerialFS_TB.FUT._0971_.Y
Detected fault : s@0  SerialFS_TB.FUT._1016_.B
Detected fault : s@0  SerialFS_TB.FUT._1023_.B
Detected fault : s@0  SerialFS_TB.FUT._1047_.B
Detected fault : s@1  SerialFS_TB.FUT._1066_.Y
Detected fault : s@0  SerialFS_TB.FUT._1067_.Y
Detected fault : s@1  SerialFS_TB.FUT._1067_.B
Detected fault : s@0  SerialFS_TB.FUT._1069_.Y
Detected fault : s@1  SerialFS_TB.FUT._1070_.Y
Detected fault : s@1  SerialFS_TB.FUT._1073_.Y
Detected fault : s@1  SerialFS_TB.FUT._1076_.B
Detected fault : s@0  SerialFS_TB.FUT._1080_.A
Detected fault : s@1  SerialFS_TB.FUT._1103_.Y
Detected fault : s@1  SerialFS_TB.FUT._1106_.A
Detected fault : s@1  SerialFS_TB.FUT._1111_.B
Detected fault : s@0  SerialFS_TB.FUT._1117_.Y
Detected fault : s@0  SerialFS_TB.FUT._1122_.Y
Detected fault : s@0  SerialFS_TB.FUT._1123_.B
Detected fault : s@1  SerialFS_TB.FUT._1172_.Y
Detected fault : s@1  SerialFS_TB.FUT._1173_.A
Detected fault : s@0  SerialFS_TB.FUT._1180_.Y
Detected fault : s@0  SerialFS_TB.FUT._1181_.A
Detected fault : s@0  SerialFS_TB.FUT._1188_.B
Detected fault : s@1  SerialFS_TB.FUT._1190_.B
Detected fault : s@1  SerialFS_TB.FUT._1208_.Y
Detected fault : s@1  SerialFS_TB.FUT._1209_.A
Detected fault : s@1  SerialFS_TB.FUT._1222_.Y
Detected fault : s@1  SerialFS_TB.FUT._1224_.B
Detected fault : s@1  SerialFS_TB.FUT._1236_.Y
Detected fault : s@1  SerialFS_TB.FUT._1237_.A
Detected fault : s@1  SerialFS_TB.FUT._1240_.Y
Detected fault : s@0  SerialFS_TB.FUT._1241_.Y
Detected fault : s@1  SerialFS_TB.FUT._1241_.A
Detected fault : s@0  SerialFS_TB.FUT._1242_.A
Detected fault : s@1  SerialFS_TB.FUT._1245_.A
Detected fault : s@0  SerialFS_TB.FUT._1247_.A
Detected fault : s@1  SerialFS_TB.FUT._1251_.B
Detected fault : s@1  SerialFS_TB.FUT._1259_.B
Detected fault : s@1  SerialFS_TB.FUT._1266_.B
Detected fault : s@0  SerialFS_TB.FUT._1272_.Y
Detected fault : s@0  SerialFS_TB.FUT._1273_.A
Detected fault : s@0  SerialFS_TB.FUT._1274_.Y
Detected fault : s@0  SerialFS_TB.FUT._1275_.A
Detected fault : s@1  SerialFS_TB.FUT._1280_.Y
Detected fault : s@0  SerialFS_TB.FUT._1281_.Y
Detected fault : s@1  SerialFS_TB.FUT._1282_.Y
Detected fault : s@0  SerialFS_TB.FUT._1282_.A
Detected fault : s@0  SerialFS_TB.FUT._1286_.A
Detected fault : s@0  SerialFS_TB.FUT._1295_.B
Detected fault : s@0  SerialFS_TB.FUT._1300_.A
Detected fault : s@0  SerialFS_TB.FUT._1319_.A
Detected fault : s@0  SerialFS_TB.FUT._1406_.B
Test Vector number           6 is:  000110101111000110010010011101001101 
Detected fault : s@1  SerialFS_TB.FUT._0859_.Y
Detected fault : s@0  SerialFS_TB.FUT._0881_.Y
Detected fault : s@0  SerialFS_TB.FUT._0905_.B
Detected fault : s@0  SerialFS_TB.FUT._0928_.Y
Detected fault : s@1  SerialFS_TB.FUT._0929_.Y
Detected fault : s@1  SerialFS_TB.FUT._0930_.B
Detected fault : s@1  SerialFS_TB.FUT._0935_.Y
Detected fault : s@1  SerialFS_TB.FUT._0939_.B
Detected fault : s@0  SerialFS_TB.FUT._0975_.Y
Detected fault : s@1  SerialFS_TB.FUT._0999_.Y
Detected fault : s@0  SerialFS_TB.FUT._1023_.Y
Detected fault : s@0  SerialFS_TB.FUT._1024_.A
Detected fault : s@0  SerialFS_TB.FUT._1026_.Y
Detected fault : s@0  SerialFS_TB.FUT._1033_.Y
Detected fault : s@0  SerialFS_TB.FUT._1064_.Y
Detected fault : s@1  SerialFS_TB.FUT._1065_.Y
Detected fault : s@1  SerialFS_TB.FUT._1067_.A
Detected fault : s@0  SerialFS_TB.FUT._1081_.Y
Detected fault : s@1  SerialFS_TB.FUT._1082_.Y
Detected fault : s@0  SerialFS_TB.FUT._1086_.A
Detected fault : s@0  SerialFS_TB.FUT._1102_.Y
Detected fault : s@1  SerialFS_TB.FUT._1200_.B
Detected fault : s@0  SerialFS_TB.FUT._1221_.B
Detected fault : s@1  SerialFS_TB.FUT._1243_.B
Detected fault : s@1  SerialFS_TB.FUT._1270_.B
Detected fault : s@0  SerialFS_TB.FUT._1271_.Y
Detected fault : s@1  SerialFS_TB.FUT._1320_.Y
Detected fault : s@1  SerialFS_TB.FUT._1321_.A
Detected fault : s@0  SerialFS_TB.FUT._1352_.Y
Detected fault : s@0  SerialFS_TB.FUT._1354_.Y
Test Vector number           7 is:  000111111011001100000001011110101000 
Detected fault : s@0  SerialFS_TB.FUT._0957_.Y
Detected fault : s@0  SerialFS_TB.FUT._1142_.B
Detected fault : s@1  SerialFS_TB.FUT._1194_.Y
Detected fault : s@0  SerialFS_TB.FUT._1194_.B
Detected fault : s@0  SerialFS_TB.FUT._1250_.B
Detected fault : s@1  SerialFS_TB.FUT._1264_.Y
Test Vector number           8 is:  000010111100011010101100110000000011 
Detected fault : s@0  SerialFS_TB.FUT._0860_.Y
Detected fault : s@0  SerialFS_TB.FUT._0866_.B
Detected fault : s@1  SerialFS_TB.FUT._0867_.Y
Detected fault : s@0  SerialFS_TB.FUT._0868_.Y
Detected fault : s@1  SerialFS_TB.FUT._0887_.A
Detected fault : s@1  SerialFS_TB.FUT._0969_.B
Detected fault : s@0  SerialFS_TB.FUT._1016_.Y
Detected fault : s@1  SerialFS_TB.FUT._1017_.Y
Detected fault : s@1  SerialFS_TB.FUT._1035_.Y
Detected fault : s@0  SerialFS_TB.FUT._1037_.Y
Detected fault : s@1  SerialFS_TB.FUT._1040_.A
Detected fault : s@1  SerialFS_TB.FUT._1040_.B
Detected fault : s@0  SerialFS_TB.FUT._1042_.Y
Detected fault : s@0  SerialFS_TB.FUT._1066_.Y
Detected fault : s@0  SerialFS_TB.FUT._1069_.B
Detected fault : s@1  SerialFS_TB.FUT._1074_.Y
Detected fault : s@0  SerialFS_TB.FUT._1095_.Y
Detected fault : s@1  SerialFS_TB.FUT._1096_.Y
Detected fault : s@0  SerialFS_TB.FUT._1124_.Y
Detected fault : s@0  SerialFS_TB.FUT._1133_.B
Detected fault : s@1  SerialFS_TB.FUT._1139_.B
Detected fault : s@1  SerialFS_TB.FUT._1140_.Y
Detected fault : s@1  SerialFS_TB.FUT._1141_.A
Detected fault : s@0  SerialFS_TB.FUT._1160_.B
Detected fault : s@0  SerialFS_TB.FUT._1168_.B
Detected fault : s@0  SerialFS_TB.FUT._1169_.Y
Detected fault : s@1  SerialFS_TB.FUT._1170_.Y
Detected fault : s@0  SerialFS_TB.FUT._1171_.Y
Detected fault : s@1  SerialFS_TB.FUT._1171_.A
Detected fault : s@0  SerialFS_TB.FUT._1172_.A
Detected fault : s@1  SerialFS_TB.FUT._1180_.B
Detected fault : s@1  SerialFS_TB.FUT._1195_.B
Detected fault : s@1  SerialFS_TB.FUT._1227_.B
Detected fault : s@0  SerialFS_TB.FUT._1258_.B
Detected fault : s@1  SerialFS_TB.FUT._1272_.B
Detected fault : s@0  SerialFS_TB.FUT._1280_.B
Detected fault : s@0  SerialFS_TB.FUT._1320_.A
Detected fault : s@0  SerialFS_TB.FUT._1327_.Y
Detected fault : s@0  SerialFS_TB.FUT._1328_.A
Detected fault : s@0  SerialFS_TB.FUT._1407_.B
Detected fault : s@0  SerialFS_TB.FUT._1410_.Y
Test Vector number           9 is:  000110111110011011010011000001010110 
Detected fault : s@0  SerialFS_TB.FUT._0943_.Y
Detected fault : s@1  SerialFS_TB.FUT._1107_.Y
Detected fault : s@1  SerialFS_TB.FUT._1121_.B
Detected fault : s@0  SerialFS_TB.FUT._1134_.Y
Test Vector number          10 is:  000100101110010110111000110100110011 
Detected fault : s@1  SerialFS_TB.FUT._0887_.Y
Detected fault : s@1  SerialFS_TB.FUT._0888_.Y
Detected fault : s@0  SerialFS_TB.FUT._0889_.Y
Detected fault : s@1  SerialFS_TB.FUT._0893_.A
Detected fault : s@1  SerialFS_TB.FUT._0893_.B
Detected fault : s@1  SerialFS_TB.FUT._0939_.Y
Detected fault : s@0  SerialFS_TB.FUT._0940_.Y
Detected fault : s@0  SerialFS_TB.FUT._0941_.A
Detected fault : s@1  SerialFS_TB.FUT._0951_.Y
Detected fault : s@0  SerialFS_TB.FUT._0973_.Y
Detected fault : s@0  SerialFS_TB.FUT._1071_.Y
Test Vector number          11 is:  000011100010001000000111011110111010 
Detected fault : s@0  SerialFS_TB.FUT._1353_.B
Test Vector number          12 is:  000100110111101100010000000100101000 
Detected fault : s@1  SerialFS_TB.FUT._1075_.Y
Detected fault : s@1  SerialFS_TB.FUT._1076_.A
Detected fault : s@0  SerialFS_TB.FUT._1079_.Y
Detected fault : s@1  SerialFS_TB.FUT._1223_.Y
Detected fault : s@1  SerialFS_TB.FUT._1224_.A
Detected fault : s@0  SerialFS_TB.FUT._1230_.Y
Detected fault : s@0  SerialFS_TB.FUT._1231_.A
Detected fault : s@1  SerialFS_TB.FUT._1265_.Y
Detected fault : s@0  SerialFS_TB.FUT._1265_.A
Detected fault : s@1  SerialFS_TB.FUT._1266_.A
Detected fault : s@0  SerialFS_TB.FUT._1268_.Y
Detected fault : s@1  SerialFS_TB.FUT._1268_.A
Detected fault : s@0  SerialFS_TB.FUT._1269_.A
Detected fault : s@0  SerialFS_TB.FUT._1275_.B
Detected fault : s@1  SerialFS_TB.FUT._1290_.Y
Detected fault : s@1  SerialFS_TB.FUT._1298_.B
Detected fault : s@0  SerialFS_TB.FUT._1300_.B
Test Vector number          13 is:  000100011101100011101100000000101010 
Detected fault : s@1  SerialFS_TB.FUT._0922_.Y
Detected fault : s@0  SerialFS_TB.FUT._0926_.Y
Detected fault : s@1  SerialFS_TB.FUT._0927_.Y
Detected fault : s@0  SerialFS_TB.FUT._0929_.A
Detected fault : s@0  SerialFS_TB.FUT._0931_.Y
Detected fault : s@1  SerialFS_TB.FUT._0932_.Y
Detected fault : s@0  SerialFS_TB.FUT._0937_.A
Detected fault : s@0  SerialFS_TB.FUT._0944_.A
Test Vector number          14 is:  000110011101101001011010110100100101 
Detected fault : s@0  SerialFS_TB.FUT._0914_.B
Detected fault : s@1  SerialFS_TB.FUT._1077_.Y
Detected fault : s@1  SerialFS_TB.FUT._1078_.A
Test Vector number          15 is:  000001111000011100100010010011010101 
Detected fault : s@0  SerialFS_TB.FUT._0902_.B
Detected fault : s@0  SerialFS_TB.FUT._1198_.Y
Detected fault : s@1  SerialFS_TB.FUT._1206_.Y
Detected fault : s@1  SerialFS_TB.FUT._1209_.B
Detected fault : s@1  SerialFS_TB.FUT._1283_.B
Detected fault : s@0  SerialFS_TB.FUT._1340_.B
Test Vector number          16 is:  000001101100100010110110111110110000 
Detected fault : s@0  SerialFS_TB.FUT._1294_.Y
Test Vector number          17 is:  000110001010100101101101001111000100 
Detected fault : s@0  SerialFS_TB.FUT._1002_.Y
Detected fault : s@1  SerialFS_TB.FUT._1003_.Y
Detected fault : s@1  SerialFS_TB.FUT._1004_.A
Test Vector number          18 is:  000011101101010111110100000001000101 
Detected fault : s@1  SerialFS_TB.FUT._0991_.Y
Test Vector number          19 is:  000100001000110010011111010010001100 
Detected fault : s@0  SerialFS_TB.FUT._0845_.Y
Detected fault : s@0  SerialFS_TB.FUT._0936_.Y
Detected fault : s@0  SerialFS_TB.FUT._1205_.Y
Detected fault : s@0  SerialFS_TB.FUT._1206_.A
Detected fault : s@0  SerialFS_TB.FUT._1216_.B
Detected fault : s@0  SerialFS_TB.FUT._1223_.A
Detected fault : s@1  SerialFS_TB.FUT._1229_.Y
Detected fault : s@1  SerialFS_TB.FUT._1230_.A
Detected fault : s@1  SerialFS_TB.FUT._1289_.A
Detected fault : s@0  SerialFS_TB.FUT._1293_.A
Detected fault : s@0  SerialFS_TB.FUT._1337_.B
Test Vector number          20 is:  000011110111101011100110100100100001 
Detected fault : s@0  SerialFS_TB.FUT._1001_.Y
Detected fault : s@0  SerialFS_TB.FUT._1104_.Y
Detected fault : s@1  SerialFS_TB.FUT._1105_.Y
Detected fault : s@0  SerialFS_TB.FUT._1123_.A
Test Vector number          21 is:  000101101011010010111101001010010001 
Detected fault : s@0  SerialFS_TB.FUT._0929_.Y
Detected fault : s@1  SerialFS_TB.FUT._0930_.Y
Detected fault : s@0  SerialFS_TB.FUT._0936_.B
Detected fault : s@1  SerialFS_TB.FUT._1167_.Y
Detected fault : s@1  SerialFS_TB.FUT._1173_.B
Detected fault : s@0  SerialFS_TB.FUT._1175_.Y
Detected fault : s@0  SerialFS_TB.FUT._1181_.B
Detected fault : s@1  SerialFS_TB.FUT._1186_.Y
Detected fault : s@1  SerialFS_TB.FUT._1190_.A
Detected fault : s@1  SerialFS_TB.FUT._1237_.B
Detected fault : s@0  SerialFS_TB.FUT._1242_.B
Detected fault : s@1  SerialFS_TB.FUT._1245_.B
Test Vector number          22 is:  000011110011101010110011100010100101 
Test Vector number          23 is:  000110000111000000010110111100111100 
Detected fault : s@1  SerialFS_TB.FUT._0934_.Y
Detected fault : s@0  SerialFS_TB.FUT._1187_.Y
Detected fault : s@0  SerialFS_TB.FUT._1188_.A
Detected fault : s@0  SerialFS_TB.FUT._1247_.B
Test Vector number          24 is:  000110100000100111010001100110011001 
Detected fault : s@1  SerialFS_TB.FUT._0948_.Y
Detected fault : s@0  SerialFS_TB.FUT._1009_.Y
Detected fault : s@1  SerialFS_TB.FUT._1011_.Y
Detected fault : s@0  SerialFS_TB.FUT._1012_.Y
Detected fault : s@1  SerialFS_TB.FUT._1013_.Y
Detected fault : s@0  SerialFS_TB.FUT._1014_.Y
Detected fault : s@1  SerialFS_TB.FUT._1016_.Y
Detected fault : s@0  SerialFS_TB.FUT._1017_.Y
Detected fault : s@0  SerialFS_TB.FUT._1043_.Y
Detected fault : s@1  SerialFS_TB.FUT._1044_.B
Detected fault : s@1  SerialFS_TB.FUT._1046_.Y
Detected fault : s@0  SerialFS_TB.FUT._1046_.B
Detected fault : s@1  SerialFS_TB.FUT._1085_.B
Detected fault : s@0  SerialFS_TB.FUT._1088_.Y
Detected fault : s@1  SerialFS_TB.FUT._1089_.Y
Detected fault : s@1  SerialFS_TB.FUT._1091_.Y
Detected fault : s@0  SerialFS_TB.FUT._1092_.Y
Detected fault : s@1  SerialFS_TB.FUT._1092_.A
Detected fault : s@0  SerialFS_TB.FUT._1098_.Y
Detected fault : s@1  SerialFS_TB.FUT._1132_.Y
Detected fault : s@1  SerialFS_TB.FUT._1137_.A
Detected fault : s@1  SerialFS_TB.FUT._1137_.B
Detected fault : s@0  SerialFS_TB.FUT._1140_.B
Detected fault : s@1  SerialFS_TB.FUT._1141_.B
Detected fault : s@0  SerialFS_TB.FUT._1146_.Y
Detected fault : s@1  SerialFS_TB.FUT._1148_.A
Detected fault : s@1  SerialFS_TB.FUT._1149_.Y
Detected fault : s@0  SerialFS_TB.FUT._1150_.Y
Detected fault : s@1  SerialFS_TB.FUT._1150_.A
Detected fault : s@0  SerialFS_TB.FUT._1151_.A
Detected fault : s@0  SerialFS_TB.FUT._1152_.Y
Detected fault : s@0  SerialFS_TB.FUT._1154_.A
Detected fault : s@0  SerialFS_TB.FUT._1155_.Y
Detected fault : s@1  SerialFS_TB.FUT._1156_.Y
Detected fault : s@0  SerialFS_TB.FUT._1156_.A
Detected fault : s@0  SerialFS_TB.FUT._1157_.Y
Detected fault : s@0  SerialFS_TB.FUT._1158_.B
Detected fault : s@0  SerialFS_TB.FUT._1161_.Y
Detected fault : s@1  SerialFS_TB.FUT._1161_.B
Detected fault : s@0  SerialFS_TB.FUT._1162_.A
Detected fault : s@0  SerialFS_TB.FUT._1162_.B
Detected fault : s@0  SerialFS_TB.FUT._1168_.A
Detected fault : s@0  SerialFS_TB.FUT._1169_.B
Detected fault : s@0  SerialFS_TB.FUT._1170_.Y
Detected fault : s@0  SerialFS_TB.FUT._1172_.B
Detected fault : s@0  SerialFS_TB.FUT._1176_.A
Detected fault : s@0  SerialFS_TB.FUT._1176_.B
Detected fault : s@0  SerialFS_TB.FUT._1184_.B
Detected fault : s@1  SerialFS_TB.FUT._1197_.Y
Detected fault : s@0  SerialFS_TB.FUT._1197_.A
Detected fault : s@1  SerialFS_TB.FUT._1198_.A
Detected fault : s@0  SerialFS_TB.FUT._1199_.B
Detected fault : s@0  SerialFS_TB.FUT._1208_.B
Detected fault : s@1  SerialFS_TB.FUT._1214_.Y
Detected fault : s@0  SerialFS_TB.FUT._1214_.B
Detected fault : s@0  SerialFS_TB.FUT._1226_.A
Detected fault : s@0  SerialFS_TB.FUT._1226_.B
Detected fault : s@0  SerialFS_TB.FUT._1227_.Y
Detected fault : s@0  SerialFS_TB.FUT._1236_.B
Detected fault : s@1  SerialFS_TB.FUT._1241_.B
Detected fault : s@1  SerialFS_TB.FUT._1250_.Y
Detected fault : s@0  SerialFS_TB.FUT._1253_.Y
Detected fault : s@0  SerialFS_TB.FUT._1257_.Y
Detected fault : s@1  SerialFS_TB.FUT._1257_.A
Detected fault : s@1  SerialFS_TB.FUT._1258_.Y
Detected fault : s@1  SerialFS_TB.FUT._1259_.A
Detected fault : s@0  SerialFS_TB.FUT._1261_.Y
Detected fault : s@1  SerialFS_TB.FUT._1268_.B
Detected fault : s@0  SerialFS_TB.FUT._1273_.B
Detected fault : s@1  SerialFS_TB.FUT._1274_.B
Detected fault : s@1  SerialFS_TB.FUT._1281_.B
Detected fault : s@0  SerialFS_TB.FUT._1282_.B
Detected fault : s@0  SerialFS_TB.FUT._1293_.B
Detected fault : s@0  SerialFS_TB.FUT._1320_.B
Detected fault : s@0  SerialFS_TB.FUT._1393_.B
Test Vector number          25 is:  000110010101010100001001001100100011 
Detected fault : s@1  SerialFS_TB.FUT._1148_.B
Test Vector number          26 is:  000101000010011010011000000000001110 
Test Vector number          27 is:  000001111001101000101111011110011110 
Test Vector number          28 is:  000010100000110011011000100100100010 
Test Vector number          29 is:  000011111011011100110000110000011001 
Test Vector number          30 is:  000100010100000101000001110010001101 
Detected fault : s@0  SerialFS_TB.FUT._0892_.B
Detected fault : s@0  SerialFS_TB.FUT._0898_.Y
Detected fault : s@0  SerialFS_TB.FUT._0949_.B
Detected fault : s@0  SerialFS_TB.FUT._0955_.Y
Detected fault : s@0  SerialFS_TB.FUT._0956_.A
Detected fault : s@0  SerialFS_TB.FUT._0956_.B
Detected fault : s@1  SerialFS_TB.FUT._1129_.Y
Detected fault : s@0  SerialFS_TB.FUT._1130_.Y
Detected fault : s@0  SerialFS_TB.FUT._1132_.Y
Detected fault : s@1  SerialFS_TB.FUT._1138_.Y
Detected fault : s@0  SerialFS_TB.FUT._1139_.Y
Detected fault : s@1  SerialFS_TB.FUT._1139_.A
Detected fault : s@0  SerialFS_TB.FUT._1140_.A
Detected fault : s@0  SerialFS_TB.FUT._1157_.B
Detected fault : s@0  SerialFS_TB.FUT._1158_.A
Detected fault : s@0  SerialFS_TB.FUT._1159_.Y
Detected fault : s@1  SerialFS_TB.FUT._1160_.Y
Detected fault : s@0  SerialFS_TB.FUT._1160_.A
Detected fault : s@1  SerialFS_TB.FUT._1161_.A
Detected fault : s@0  SerialFS_TB.FUT._1184_.A
Detected fault : s@0  SerialFS_TB.FUT._1185_.Y
Detected fault : s@0  SerialFS_TB.FUT._1186_.A
Detected fault : s@0  SerialFS_TB.FUT._1206_.B
Detected fault : s@1  SerialFS_TB.FUT._1228_.Y
Detected fault : s@0  SerialFS_TB.FUT._1228_.B
Detected fault : s@1  SerialFS_TB.FUT._1235_.B
Detected fault : s@0  SerialFS_TB.FUT._1240_.B
Detected fault : s@0  SerialFS_TB.FUT._1285_.Y
Detected fault : s@0  SerialFS_TB.FUT._1401_.B
Test Vector number          31 is:  000111110101110110101001010010110011 
Test Vector number          32 is:  000011110110001100101001111010111110 
Test Vector number          33 is:  000110110110010001100110010001110100 
Test Vector number          34 is:  000011111101110100111101100010110110 
Test Vector number          35 is:  000111000111101100101101001100101100 
Test Vector number          36 is:  000001001000000100001011100000111101 
Test Vector number          37 is:  000011100000001001101101111000101101 
Detected fault : s@0  SerialFS_TB.FUT._0854_.Y
Detected fault : s@1  SerialFS_TB.FUT._0855_.Y
Detected fault : s@1  SerialFS_TB.FUT._0957_.B
Detected fault : s@0  SerialFS_TB.FUT._1151_.B
Detected fault : s@0  SerialFS_TB.FUT._1167_.B
Detected fault : s@0  SerialFS_TB.FUT._1186_.B
Detected fault : s@1  SerialFS_TB.FUT._1257_.B
Test Vector number          38 is:  000001001011000110110111110010011000 
Test Vector number          39 is:  000001000100000111011110110100100111 
Test Vector number          40 is:  000110111110010110000000101110100010 
Test Vector number          41 is:  000000111000100010100000111100001011 
Detected fault : s@0  SerialFS_TB.FUT._0891_.Y
Detected fault : s@1  SerialFS_TB.FUT._0891_.B
Detected fault : s@0  SerialFS_TB.FUT._0892_.A
Detected fault : s@0  SerialFS_TB.FUT._0948_.Y
Detected fault : s@1  SerialFS_TB.FUT._0948_.B
Detected fault : s@0  SerialFS_TB.FUT._0949_.A
Detected fault : s@1  SerialFS_TB.FUT._1012_.B
Detected fault : s@1  SerialFS_TB.FUT._1043_.B
Detected fault : s@1  SerialFS_TB.FUT._1047_.Y
Detected fault : s@0  SerialFS_TB.FUT._1048_.Y
Detected fault : s@0  SerialFS_TB.FUT._1089_.Y
Detected fault : s@1  SerialFS_TB.FUT._1089_.B
Detected fault : s@1  SerialFS_TB.FUT._1095_.Y
Detected fault : s@0  SerialFS_TB.FUT._1096_.Y
Detected fault : s@1  SerialFS_TB.FUT._1130_.B
Detected fault : s@1  SerialFS_TB.FUT._1145_.Y
Detected fault : s@1  SerialFS_TB.FUT._1148_.Y
Detected fault : s@0  SerialFS_TB.FUT._1149_.Y
Detected fault : s@1  SerialFS_TB.FUT._1150_.Y
Detected fault : s@0  SerialFS_TB.FUT._1154_.B
Detected fault : s@1  SerialFS_TB.FUT._1171_.Y
Detected fault : s@0  SerialFS_TB.FUT._1214_.A
Detected fault : s@0  SerialFS_TB.FUT._1228_.A
Detected fault : s@1  SerialFS_TB.FUT._1239_.Y
Detected fault : s@1  SerialFS_TB.FUT._1272_.Y
Detected fault : s@0  SerialFS_TB.FUT._1319_.Y
Detected fault : s@0  SerialFS_TB.FUT._1320_.Y
Detected fault : s@1  SerialFS_TB.FUT._1321_.Y
Detected fault : s@1  SerialFS_TB.FUT._1324_.B
Detected fault : s@0  SerialFS_TB.FUT._1328_.B
Detected fault : s@0  SerialFS_TB.FUT._1329_.A
Detected fault : s@0  SerialFS_TB.FUT._1390_.B
Test Vector number          42 is:  000101010111100000010001011011111101 
Test Vector number          43 is:  000111111011100000011000001101001011 
Test Vector number          44 is:  000110100011111010001111011010011001 
Detected fault : s@1  SerialFS_TB.FUT._0894_.Y
Detected fault : s@0  SerialFS_TB.FUT._0895_.Y
Detected fault : s@0  SerialFS_TB.FUT._1086_.Y
Detected fault : s@1  SerialFS_TB.FUT._1088_.Y
Detected fault : s@1  SerialFS_TB.FUT._1089_.A
Detected fault : s@0  SerialFS_TB.FUT._1091_.Y
Detected fault : s@1  SerialFS_TB.FUT._1145_.B
Detected fault : s@1  SerialFS_TB.FUT._1146_.Y
Detected fault : s@1  SerialFS_TB.FUT._1150_.B
Detected fault : s@0  SerialFS_TB.FUT._1166_.Y
Detected fault : s@1  SerialFS_TB.FUT._1166_.B
Detected fault : s@0  SerialFS_TB.FUT._1167_.A
Detected fault : s@0  SerialFS_TB.FUT._1223_.B
Detected fault : s@0  SerialFS_TB.FUT._1234_.A
Detected fault : s@0  SerialFS_TB.FUT._1331_.B
Test Vector number          45 is:  000100001011000001010101010110010101 
Test Vector number          46 is:  000000101001101001001011101110000100 
Test Vector number          47 is:  000010000111001110001010001010100001 
Test Vector number          48 is:  000010100011000111111100100110000000 
Test Vector number          49 is:  000011000100001110101100100001111101 
