==========> Fault Simulation Begins at                    0 
Detected fault : s@0  SerialFS_TB.FUT._540_.Y
Detected fault : s@1  SerialFS_TB.FUT._582_.Y
Detected fault : s@1  SerialFS_TB.FUT._661_.Y
Detected fault : s@0  SerialFS_TB.FUT._664_.B
Test Vector number          44 is:  011010011001110110101101101011100111 
Detected fault : s@0  SerialFS_TB.FUT._580_.Y
Detected fault : s@1  SerialFS_TB.FUT._618_.Y
Detected fault : s@0  SerialFS_TB.FUT._628_.B
Detected fault : s@1  SerialFS_TB.FUT._688_.Y
Test Vector number          45 is:  111010111010101001100010100000101000 
Test Vector number          46 is:  000110011011110011001111001010100101 
Detected fault : s@0  SerialFS_TB.FUT._628_.Y
Test Vector number          47 is:  110010110011001100111011010001101011 
Test Vector number          48 is:  011000110111101110101010011001011010 
Detected fault : s@1  SerialFS_TB.FUT._608_.Y
Detected fault : s@0  SerialFS_TB.FUT._609_.Y
Test Vector number          49 is:  110110110110001000110001100001100110 
Test Vector number          50 is:  010111010010001101000110011110011001 
Detected fault : s@1  SerialFS_TB.FUT._548_.Y
Test Vector number          51 is:  111111010110010111001100101000101101 
Test Vector number          52 is:  110110110100100011000000111001000010 
Test Vector number          53 is:  011110000110101000110111100010001100 
Test Vector number          54 is:  000011001111110000111010011001110101 
Detected fault : s@1  SerialFS_TB.FUT._538_.Y
Detected fault : s@1  SerialFS_TB.FUT._597_.Y
Detected fault : s@0  SerialFS_TB.FUT._598_.Y
Detected fault : s@0  SerialFS_TB.FUT._638_.B
Detected fault : s@1  SerialFS_TB.FUT._641_.Y
Detected fault : s@0  SerialFS_TB.FUT._641_.B
Detected fault : s@0  SerialFS_TB.FUT._695_.Y
Test Vector number          55 is:  001101100110000001111100000110001000 
Detected fault : s@1  SerialFS_TB.FUT._586_.B
Detected fault : s@1  SerialFS_TB.FUT._678_.B
Test Vector number          56 is:  011101011011110001010001001001110011 
Test Vector number          57 is:  100001111011000101011111111101011010 
Test Vector number          58 is:  000011111001001000010010110011001101 
Test Vector number          59 is:  010010001110100111110100101100001000 
Test Vector number          60 is:  001011011111100011010111001011001011 
Detected fault : s@0  SerialFS_TB.FUT._474_.Y
Detected fault : s@1  SerialFS_TB.FUT._695_.B
Test Vector number          61 is:  000100111011110011111011000001010101 
Test Vector number          62 is:  011011111000101110001101100010110010 
Test Vector number          63 is:  100101100101110011000010000000001101 
Detected fault : s@0  SerialFS_TB.FUT._476_.Y
Detected fault : s@1  SerialFS_TB.FUT._703_.B
Detected fault : s@1  SerialFS_TB.FUT._703_.B
Test Vector number          64 is:  000010001111101110110110001111100000 
Test Vector number          65 is:  100110001011101000101110100011000000 
Test Vector number          66 is:  000000110111001110011010110101010100 
Test Vector number          67 is:  000111010000100010001101001100011110 
Test Vector number          68 is:  011010011110100101111011011100111011 
Test Vector number          69 is:  110011101000010000110110011011101111 
Detected fault : s@0  SerialFS_TB.FUT._665_.Y
Detected fault : s@0  SerialFS_TB.FUT._667_.Y
Test Vector number          70 is:  100100100101001011100111110011110100 
Test Vector number          71 is:  010110100001100100101100100011000100 
Test Vector number          72 is:  111010100011011110111010001010010111 
Detected fault : s@0  SerialFS_TB.FUT._449_.Y
Test Vector number          73 is:  011000110011110111111111100111000011 
Detected fault : s@1  SerialFS_TB.FUT._654_.Y
Test Vector number          74 is:  010011001001110010000101100101110000 
Test Vector number          75 is:  100010000010011010000010011100110110 
Detected fault : s@0  SerialFS_TB.FUT._454_.Y
Test Vector number          76 is:  011110111110111011001010010001010100 
Test Vector number          77 is:  010100010110100001011111000000001001 
Detected fault : s@0  SerialFS_TB.FUT._450_.Y
Detected fault : s@1  SerialFS_TB.FUT._451_.Y
Test Vector number          78 is:  101110101100011011110010100010010111 
Test Vector number          79 is:  110011000000011011001010001101011101 
Test Vector number          80 is:  110101000110000101100110100110010100 
Test Vector number          81 is:  111100100101101110011011101011111010 
Test Vector number          82 is:  011100001111001100001101111001001001 
Detected fault : s@1  SerialFS_TB.FUT._592_.B
Detected fault : s@0  SerialFS_TB.FUT._645_.Y
Detected fault : s@1  SerialFS_TB.FUT._702_.B
Detected fault : s@1  SerialFS_TB.FUT._702_.B
Test Vector number          83 is:  100011100000001110110110110001000110 
Test Vector number          84 is:  111100011100011011000011110101001010 
Test Vector number          85 is:  011011011110011001110100001111011011 
Detected fault : s@0  SerialFS_TB.FUT._623_.Y
Test Vector number          86 is:  100101101001100001110010011001010000 
Test Vector number          87 is:  001111000110000110011110011100001111 
Test Vector number          88 is:  110101010101111100010110011010010101 
Detected fault : s@1  SerialFS_TB.FUT._545_.Y
Test Vector number          89 is:  101001100100101010100101010110101000 
Detected fault : s@0  SerialFS_TB.FUT._686_.Y
Test Vector number          90 is:  010000001111100101110011010001011100 
Test Vector number          91 is:  001101001111101110001101010111010010 
Test Vector number          92 is:  011001101100001100100000101010101100 
Test Vector number          93 is:  001111110111010000111100111001100011 
Test Vector number          94 is:  000110001111100010101110100100100001 
Test Vector number          95 is:  100000100011011101111111100111111011 
Test Vector number          96 is:  011101101111011101011100101001101100 
Test Vector number          97 is:  001011111010000001011000001011100100 
Test Vector number          98 is:  001100010011111111000100111111001001 
Test Vector number          99 is:  110111111011001010010001001111111101 
Test Vector number         100 is:  010111001010111000100110001110001010 
Test Vector number         101 is:  101111101001111010000010101010101010 
Test Vector number         102 is:  011100100000001000110110011011100101 
Test Vector number         103 is:  111011001000000000100100100111011100 
Test Vector number         104 is:  000101011101110001010101111101000111 
Test Vector number         105 is:  000000011001110011110010110011000100 
Test Vector number         106 is:  010001110101110110111001111110101101 
Test Vector number         107 is:  001101110011011101000100111111100000 
Test Vector number         108 is:  100110001010010101010100111100110000 
Test Vector number         109 is:  110011111100011001111000111011010111 
Test Vector number         110 is:  110000101101111000000100011000110111 
Test Vector number         111 is:  011100000110111001100100110110001010 
Test Vector number         112 is:  101001110010000101100000111111011100 
Test Vector number         113 is:  101101110111110100111000101010100000 
Test Vector number         114 is:  100001110010010100100100011000000100 
Test Vector number         115 is:  001111011001110000110110011110110111 
Test Vector number         116 is:  100110011110111111000010101010101001 
Detected fault : s@1  SerialFS_TB.FUT._512_.Y
Detected fault : s@1  SerialFS_TB.FUT._533_.B
Detected fault : s@1  SerialFS_TB.FUT._573_.B
Test Vector number         117 is:  100110011100110011000100011110101000 
Detected fault : s@1  SerialFS_TB.FUT._499_.Y
Test Vector number         118 is:  001111100110110000010100100100000000 
Test Vector number         119 is:  001011100101011011110110111111110101 
Test Vector number         120 is:  000100011111010100010100101111010110 
Test Vector number         121 is:  000110000101000100001001011100110001 
Test Vector number         122 is:  100101101010001100110001101011111001 
Test Vector number         123 is:  111000101011101010110110011000100010 
Test Vector number         124 is:  110110001001111010011010011110011101 
Test Vector number         125 is:  111101101110000011011011000111101000 
Test Vector number         126 is:  101110110011010110000110000010111000 
Test Vector number         127 is:  010001101100011100111010111000101011 
Test Vector number         128 is:  100001100101101000010010000101000110 
Detected fault : s@1  SerialFS_TB.FUT._592_.Y
Detected fault : s@1  SerialFS_TB.FUT._597_.B
Detected fault : s@0  SerialFS_TB.FUT._638_.Y
Detected fault : s@0  SerialFS_TB.FUT._645_.B
Detected fault : s@1  SerialFS_TB.FUT._694_.B
Test Vector number         129 is:  110101100101011100000001000111111100 
Test Vector number         130 is:  111011000011110001001111000100110000 
Test Vector number         131 is:  111100101100010010101000001000000001 
Test Vector number         132 is:  110111001110111111100100110011100100 
Test Vector number         133 is:  010111100111111000011101100111110111 
Test Vector number         134 is:  100001110010000001101101011110111010 
Test Vector number         135 is:  010011110110100101001000101011011000 
Test Vector number         136 is:  111001111100111101110110111011111101 
Detected fault : s@1  SerialFS_TB.FUT._460_.Y
Test Vector number         137 is:  101010011100001100000110010001110111 
Test Vector number         138 is:  111000100110000011100011111111000011 
Test Vector number         139 is:  111111110100110001000101110011100001 
Test Vector number         140 is:  101101010011111011000011111100010010 
Test Vector number         141 is:  111011011100111100011101000000100011 
Test Vector number         142 is:  000010001111001100001001000101111111 
Test Vector number         143 is:  010101010001010011101101000110110100 
Test Vector number         144 is:  011010010010011000101001011000001000 
Test Vector number         145 is:  001111000110011101110111100100000011 
Test Vector number         146 is:  001011111001001110011101111010011100 
Test Vector number         147 is:  101001100001111101000000011010000011 
Test Vector number         148 is:  100111011011001010000111111101010101 
Test Vector number         149 is:  000010101110111000001001111000001110 
